time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
44.168000,0.1213,-0.1644,0.6970,0.726
44.182000,0.0340,-0.1642,0.6363,0.658
44.196000,-0.0361,-0.1729,0.5272,0.556
44.206000,-0.0749,-0.1541,0.4497,0.481
44.216000,-0.0941,-0.1154,0.3622,0.392
44.232000,-0.1403,-0.1204,0.2505,0.311
44.248000,-0.1677,-0.1249,0.1876,0.281
44.276000,-0.1750,-0.0864,0.1424,0.242
44.279000,-0.1449,-0.0882,0.0466,0.176
44.294000,-0.0794,-0.0810,0.0116,0.114
44.306000,0.1005,0.0042,-0.0713,0.123
44.312000,0.1160,-0.0145,-0.0226,0.119
44.331000,0.1407,-0.0313,0.0431,0.150
44.344000,0.1539,-0.0453,0.1055,0.192
44.352000,0.1117,-0.0805,0.1497,0.203
44.362000,0.0986,-0.0754,0.1926,0.229
44.370000,0.1051,-0.0718,0.2178,0.252
44.380000,0.1411,-0.0591,0.2538,0.296
44.395000,0.1962,-0.0656,0.2599,0.332
44.422000,0.2228,-0.0417,0.2646,0.348
44.424000,0.1538,-0.0668,0.2784,0.325
44.430000,0.0862,-0.0934,0.3137,0.338
44.441000,0.0976,-0.0616,0.3299,0.350
44.460000,0.0911,-0.0575,0.3041,0.323
44.478000,0.1021,-0.0464,0.2628,0.286
44.498000,0.1050,-0.0247,0.2104,0.236
44.507000,0.0978,-0.0430,0.2376,0.261
44.519000,0.0212,-0.0421,0.2752,0.279
44.528000,0.0247,-0.0215,0.3322,0.334
44.543000,0.0286,-0.0224,0.2345,0.237
44.582000,0.0296,0.0194,0.1830,0.186
44.583000,0.0090,0.0339,0.0997,0.106
44.596000,-0.0161,0.0169,0.0968,0.100
44.604000,-0.0506,0.0251,0.1177,0.131
44.627000,-0.0313,0.0518,0.1195,0.134
44.638000,-0.1141,0.0421,0.2360,0.265
44.656000,-0.1403,0.0132,0.3032,0.334
44.666000,-0.1640,0.0141,0.3501,0.387
44.674000,-0.1227,0.0432,0.2912,0.319
44.702000,-0.1403,0.0294,0.3060,0.338
44.703000,-0.1678,0.0177,0.2690,0.318
44.720000,-0.1340,0.0333,0.2833,0.315
44.728000,-0.1719,-0.0167,0.2747,0.324
44.738000,-0.1402,-0.0592,0.2590,0.300
44.754000,-0.0798,-0.0631,0.1267,0.162
44.766000,-0.0367,-0.0608,-0.0110,0.072
44.776000,-0.0152,-0.0655,-0.0442,0.080
44.786000,0.0344,-0.0396,-0.1277,0.138
44.800000,0.0834,-0.0128,-0.1439,0.167
44.806000,0.0833,-0.0327,-0.1239,0.153
44.814000,0.1218,-0.0219,-0.0270,0.127
44.826000,0.1400,-0.0396,0.0197,0.147
44.844000,0.1654,-0.0240,0.0812,0.186
44.865000,0.1548,-0.0515,0.1376,0.213
44.865000,0.1541,-0.0669,0.2204,0.277
44.873000,0.1054,-0.0935,0.3047,0.336
44.886000,0.0772,-0.0914,0.3311,0.352
44.900000,0.1285,-0.0801,0.3090,0.344
44.916000,0.1597,-0.0602,0.2690,0.319
44.932000,0.1327,-0.0506,0.2395,0.278
44.946000,0.0697,-0.0233,0.2217,0.234
44.958000,-0.0024,0.0147,0.2221,0.223
44.979000,0.0042,0.0126,0.2139,0.214
44.987000,-0.0219,0.0116,0.2048,0.206
44.999000,0.0485,0.0106,0.1567,0.164
45.012000,-0.0092,-0.0100,0.1483,0.149
45.026000,-0.0486,0.0199,0.1672,0.175
45.034000,-0.0301,-0.0186,0.1566,0.161
45.056000,0.0059,-0.0075,0.1654,0.166
45.074000,0.0750,-0.0335,0.2017,0.218
45.092000,0.0313,-0.0613,0.2395,0.249
45.108000,-0.0112,-0.0594,0.2866,0.293
45.116000,-0.0410,-0.0395,0.2373,0.244
45.129000,0.0091,0.0266,0.0050,0.029
45.146000,0.0203,0.0028,-0.0876,0.090
45.154000,0.0309,-0.0176,-0.0375,0.052
45.170000,0.0104,0.0022,0.0112,0.015
45.184000,0.0297,-0.0254,0.1168,0.123
45.192000,0.0282,-0.0335,0.2324,0.236
45.204000,0.1039,-0.0011,0.2584,0.279
45.216000,0.1403,-0.0288,0.2468,0.285
45.231000,0.1480,-0.0570,0.2161,0.268
45.236000,0.1367,-0.0367,0.2253,0.266
45.296000,0.1337,-0.0361,0.2251,0.264
45.297000,0.1222,-0.0558,0.2254,0.262
45.298000,0.1313,-0.0362,0.2061,0.247
45.299000,0.1413,-0.0266,0.1867,0.236
45.306000,0.1047,-0.0090,0.1595,0.191
45.316000,0.0024,-0.0310,0.1519,0.155
45.328000,-0.0305,0.0056,0.1442,0.147
45.336000,-0.0632,0.0029,0.1172,0.133
45.353000,-0.1052,0.0183,0.0824,0.135
45.362000,-0.1124,0.0311,0.0403,0.123
45.385000,-0.0944,0.0663,0.0247,0.118
45.386000,-0.0774,0.1021,-0.0504,0.138
45.397000,-0.1097,0.0894,-0.0673,0.157
45.406000,-0.1033,0.1074,-0.0467,0.156
45.414000,-0.0998,0.0778,-0.0470,0.135
45.432000,-0.0962,0.0691,0.0095,0.119
45.442000,-0.0545,0.0618,0.1136,0.140
45.454000,-0.0246,0.0640,0.1204,0.139
45.464000,0.0143,0.0658,0.1670,0.180
45.476000,-0.0150,0.0770,0.2337,0.247
45.492000,-0.0429,0.0821,0.2757,0.291
45.509000,-0.0725,0.1248,0.3004,0.333
45.539000,-0.1138,0.1388,0.2952,0.345
45.555000,-0.2624,0.1127,0.3499,0.452
45.564000,-0.4101,0.0062,0.4936,0.642
45.581000,-0.4668,-0.0278,0.5469,0.720
45.589000,-0.4397,-0.0332,0.4745,0.648
45.603000,-0.3313,-0.0099,0.0318,0.333
45.612000,-0.4920,-0.0293,-0.2209,0.540
45.622000,-0.4145,0.0017,-0.4056,0.580
45.638000,-0.4366,0.0072,-0.6618,0.793
45.655000,-0.5564,-0.0023,-0.9416,1.094
45.684000,-0.7154,0.0441,-1.1990,1.397
45.685000,-1.2256,-0.2885,-1.5978,2.034
45.696000,-0.8922,0.1315,-1.9756,2.172
45.706000,-0.9216,-0.3432,-1.8234,2.072
45.724000,-1.2003,-1.4372,-1.7556,2.567
45.739000,-0.3742,-0.7188,-1.4530,1.664
45.758000,0.0931,-0.0615,-1.0608,1.067
45.768000,1.8431,0.9441,0.1792,2.079
45.776000,2.1720,1.4354,0.6895,2.693
45.790000,0.5641,-0.8194,0.3411,1.052
45.807000,0.5367,-0.4429,0.4289,0.817
45.810000,0.4820,-0.5568,0.3439,0.813
45.836000,0.6293,-0.6364,0.3652,0.967
45.836000,0.7961,-0.6651,0.3785,1.104
45.846000,0.9429,-0.5900,0.4342,1.194
45.864000,0.9974,-0.4595,0.4535,1.188
45.876000,0.9113,-0.3713,0.4677,1.090
45.892000,0.5632,-0.3339,0.2522,0.702
45.900000,0.5279,-0.3588,0.3345,0.721
45.909000,0.6328,-0.4206,0.3194,0.824
45.916000,0.7727,-0.4523,0.4633,1.008
45.927000,0.6530,-0.4622,0.5029,0.945
45.933000,0.5873,-0.4398,0.5979,0.946
45.963000,0.6614,-0.4105,0.6018,0.984
45.968000,0.6831,-0.4452,0.5583,0.988
45.976000,0.6662,-0.4737,0.4384,0.928
45.996000,0.6491,-0.2840,-0.6624,0.970
46.013000,0.4366,-0.5205,-0.8082,1.056
46.022000,0.6718,-0.4273,-0.2858,0.846
46.038000,0.9992,-0.4857,-0.0755,1.114
46.066000,1.9339,-0.5904,0.3829,2.058
46.076000,2.5657,-0.8581,0.4885,2.749
46.096000,2.5566,-0.9647,-0.0342,2.733
46.097000,1.1294,-0.3736,-0.9348,1.513
46.111000,0.0344,-0.7270,-0.4956,0.881
46.122000,0.2716,-1.0346,0.3073,1.113
46.138000,0.5536,-0.9329,1.1784,1.602
46.148000,0.1518,-1.2058,0.0924,1.219
46.163000,0.2543,-1.4124,-1.0892,1.802
46.177000,0.1228,-1.1643,-1.6609,2.032
46.185000,-0.7319,-0.8322,-1.5708,1.922
46.199000,-1.4340,-0.7257,0.0355,1.608
46.213000,-2.5526,-0.7886,3.1795,4.153
46.220000,-2.9266,-0.6217,4.6386,5.520
46.240000,-2.6861,-0.1329,2.3747,3.588
46.241000,-2.3429,0.3656,1.4229,2.765
46.256000,-2.2010,0.9682,1.3326,2.749
46.271000,-1.2337,1.5105,0.4634,2.005
46.283000,-0.5194,1.0099,0.0174,1.136
46.300000,0.9855,0.4167,-0.0457,1.071
46.310000,1.3131,0.3386,0.2596,1.381
46.328000,1.1594,0.5182,1.6136,2.053
46.361000,1.1064,0.5183,2.1460,2.469
46.390000,1.2591,0.2926,1.9266,2.320
46.391000,0.9854,0.1647,1.3938,1.715
46.413000,0.6057,0.0334,0.9704,1.144
46.426000,0.1919,-0.2676,0.6276,0.709
46.436000,-0.0922,-0.4651,0.9319,1.046
46.450000,0.1876,-0.5579,0.1245,0.602
46.476000,0.0822,-0.2660,-0.2091,0.348
46.503000,0.0716,-0.1345,-0.2038,0.254
46.508000,-0.0925,-0.0525,-0.2700,0.290
46.524000,-0.2509,-0.0007,-0.3932,0.466
46.552000,-0.2340,-0.1093,-0.4953,0.559
46.562000,-0.2692,-0.0143,-0.6275,0.683
46.577000,-0.3140,0.0505,-0.5834,0.664
46.589000,-0.4778,0.0715,-0.2831,0.560
46.594000,-0.7353,-0.1453,-0.2427,0.788
46.604000,-1.2502,-0.3047,-0.0340,1.287
46.620000,-0.8848,-0.4391,-0.1554,1.000
46.630000,-0.5183,-0.6196,-0.2255,0.839
46.640000,-0.8427,-0.9913,-0.2691,1.329
46.667000,-0.9901,-0.8989,0.1662,1.348
46.669000,-0.8180,-0.5725,0.2509,1.029
46.688000,-0.6268,-0.4232,0.2433,0.794
46.706000,-0.5468,-0.3204,0.2259,0.673
46.719000,-0.5003,-0.1207,0.3775,0.638
46.733000,-0.4448,-0.1393,0.3932,0.610
46.742000,-0.4879,-0.1236,0.4073,0.647
46.758000,-0.6001,-0.1070,0.4373,0.750
46.770000,-0.6647,-0.1745,0.3944,0.792
46.778000,-0.6483,-0.1836,0.4463,0.808
46.796000,-0.7034,-0.1971,0.5095,0.891
46.808000,-0.5632,-0.1991,0.6605,0.891
46.818000,-0.5290,-0.1924,0.7760,0.959
46.836000,-0.5140,-0.1731,0.7107,0.894
46.850000,-0.4377,-0.1291,0.6209,0.771
46.864000,-0.3814,-0.0806,0.6113,0.725
46.878000,-0.2986,-0.0579,0.6430,0.711
46.890000,-0.1559,-0.0173,0.5674,0.589
46.900000,-0.1313,-0.0167,0.4136,0.434
46.911000,-0.1550,-0.0524,0.3210,0.360
46.927000,-0.2107,-0.0627,0.2298,0.318
46.930000,-0.2310,-0.0473,0.1008,0.256
46.942000,-0.2284,-0.0511,-0.1130,0.260
46.956000,-0.2428,-0.0496,-0.2599,0.359
46.964000,-0.2441,-0.0655,-0.2995,0.392
46.981000,-0.1774,-0.0359,-0.2554,0.313
46.989000,-0.0252,0.0827,-0.1011,0.133
47.000000,0.0855,0.1928,0.1117,0.239
47.018000,0.0983,0.2442,0.2561,0.367
47.026000,0.0599,0.2201,0.2165,0.314
47.041000,0.0291,0.2105,0.0239,0.214
47.052000,-0.0657,0.2008,-0.1614,0.266
47.074000,-0.0746,0.2039,-0.2336,0.319
47.079000,0.0441,0.2224,-0.2651,0.349
47.087000,0.1424,0.2513,-0.1432,0.322
47.097000,0.3090,0.2551,0.1143,0.417
47.104000,0.3730,0.2570,0.2256,0.506
47.123000,0.3494,0.2613,0.1735,0.470
47.132000,0.3287,0.2382,0.0814,0.414
47.149000,0.3572,0.2279,0.0858,0.432
47.154000,0.3607,0.1826,0.0884,0.414
47.165000,0.3341,0.1372,0.0617,0.366
47.177000,0.3099,0.1633,0.1318,0.374
47.196000,0.2785,0.1825,0.1124,0.351
47.221000,0.2880,0.1828,0.1025,0.356
47.222000,0.3367,0.1440,0.1808,0.408
47.231000,0.3544,0.1047,0.2201,0.430
47.244000,0.2573,0.0840,0.2499,0.368
47.252000,0.2293,0.0611,0.2610,0.353
47.266000,0.1436,0.0152,0.1066,0.179
47.277000,0.0877,0.0371,-0.0475,0.106
47.292000,0.0905,0.0923,-0.1208,0.177
47.310000,0.1111,0.1121,-0.1563,0.222
47.320000,0.0918,0.0885,-0.1253,0.179
47.338000,0.0527,0.0311,-0.0337,0.070
47.350000,-0.0433,-0.0318,-0.0126,0.055
47.371000,-0.0784,-0.0235,-0.1298,0.153
47.374000,-0.0833,0.0523,-0.1781,0.203
47.386000,-0.0456,0.0496,-0.1279,0.145
47.398000,-0.0392,0.0177,-0.0385,0.058
47.410000,-0.0920,-0.0233,0.0211,0.097
47.417000,-0.1335,-0.0331,0.0016,0.138
47.428000,-0.1352,-0.0235,0.0018,0.137
47.439000,-0.1016,-0.0031,0.0115,0.102
47.451000,-0.0273,-0.0118,0.0308,0.043
47.460000,0.0363,0.0289,0.0599,0.076
47.466000,0.0821,0.0007,0.1576,0.178
47.476000,-0.0906,-0.3590,-0.1178,0.389
47.503000,-0.1910,-0.0621,0.1856,0.273
47.504000,-0.1702,-0.0206,0.3327,0.374
47.512000,0.0474,-0.0096,0.3723,0.375
47.530000,0.2850,0.1847,0.3150,0.463
47.556000,0.2599,0.2818,0.2574,0.462
47.572000,0.2605,0.2458,0.2768,0.453
47.589000,0.1977,0.1107,0.2762,0.357
47.606000,0.0903,0.1147,0.2059,0.252
47.632000,0.0602,0.1174,0.3128,0.339
47.634000,0.1122,0.1145,0.3339,0.370
47.650000,0.1739,0.1689,0.2870,0.376
47.662000,0.1892,0.2193,0.1141,0.311
47.670000,0.1198,0.2135,0.0576,0.251
47.688000,0.0590,0.1543,0.0617,0.176
47.700000,0.0497,0.1181,0.0252,0.131
47.710000,0.0517,0.1019,0.0080,0.115
47.717000,-0.0057,0.0799,-0.0596,0.100
47.733000,-0.0294,0.0431,-0.1551,0.164
47.740000,-0.0376,0.0317,-0.2134,0.219
47.752000,-0.0272,0.0308,-0.2033,0.207
47.762000,-0.0287,-0.0068,-0.1450,0.148
47.776000,-0.0296,-0.0336,-0.0577,0.073
47.778000,-0.0301,-0.0598,-0.0197,0.070
47.786000,-0.0205,-0.0260,0.0275,0.043
47.802000,0.0089,-0.0159,0.0725,0.075
47.814000,0.0185,-0.0396,0.1879,0.193
47.822000,0.0276,-0.0426,0.2342,0.240
47.839000,0.0060,-0.0354,0.1825,0.186
47.855000,-0.0344,-0.0136,0.1523,0.157
47.864000,0.0003,0.0174,0.1224,0.124
47.876000,0.0519,0.0660,0.1426,0.165
47.902000,0.0303,0.0731,0.1052,0.132
47.926000,0.0885,0.0711,0.0871,0.143
47.927000,0.1117,0.1098,0.1563,0.221
47.933000,0.0677,0.0902,0.0683,0.132
47.944000,0.0456,0.1295,0.0293,0.140
47.954000,0.0485,0.1099,0.0983,0.155
47.974000,0.0645,0.1382,0.1389,0.206
47.982000,0.0563,0.1367,0.1498,0.210
47.994000,0.0397,0.1159,0.1802,0.218
48.008000,0.0498,0.0639,0.1330,0.156
48.018000,0.0240,0.0619,0.0851,0.108
48.031000,-0.0182,0.0614,0.1052,0.123
48.061000,-0.0448,0.0615,0.1449,0.164
48.062000,-0.0276,0.0616,0.1058,0.125
48.064000,-0.0152,0.1006,0.0573,0.117
48.078000,0.0656,0.1388,0.0681,0.168
48.098000,0.1441,0.1668,0.1576,0.271
48.110000,0.1279,0.1450,0.1590,0.250
48.120000,0.0556,0.1313,0.1020,0.175
48.138000,-0.0049,0.0955,0.0066,0.096
48.149000,-0.0154,0.0844,-0.0124,0.087
48.161000,0.0114,0.0817,-0.0013,0.083
48.172000,0.0280,0.0990,0.0193,0.105
48.189000,0.0644,0.0988,0.1275,0.174
48.192000,0.0411,0.0495,0.2064,0.216
48.202000,0.0106,0.0389,0.2068,0.211
48.218000,-0.0093,0.0353,0.1690,0.173
48.230000,0.0000,0.0426,0.1406,0.147
48.250000,-0.0209,0.0444,0.0851,0.098
48.262000,-0.0415,0.0487,-0.0204,0.067
48.269000,-0.0632,0.0553,-0.0189,0.086
48.280000,-0.0783,0.0120,-0.0071,0.080
48.299000,-0.0307,0.0475,0.0933,0.109
48.314000,0.0190,0.0445,0.1737,0.180
48.337000,0.0287,0.0434,0.2044,0.211
48.341000,0.0032,0.0633,0.1753,0.186
48.358000,-0.0075,0.0653,0.1648,0.177
48.377000,-0.0577,0.0384,0.1835,0.196
48.387000,-0.0788,0.0194,0.2030,0.219
48.398000,0.0356,0.0570,0.2137,0.224
48.405000,0.0910,0.1325,0.1955,0.253
48.413000,0.0571,0.1286,0.1190,0.184
48.428000,0.0365,0.0901,0.0738,0.122
48.440000,-0.0025,0.0681,-0.0036,0.068
48.463000,-0.0243,0.0694,0.0294,0.079
48.470000,0.0033,0.0530,0.1009,0.114
48.478000,0.0182,0.0468,0.0940,0.107
48.488000,0.0444,0.0613,0.0473,0.089
48.510000,0.0363,0.0967,-0.0051,0.103
48.516000,0.0532,0.1118,-0.0422,0.131
48.532000,0.0246,0.1015,-0.0470,0.115
48.542000,0.0191,0.0672,-0.0935,0.117
48.569000,0.0307,0.0569,-0.0779,0.101
48.576000,0.0350,0.0735,-0.0271,0.086
48.587000,0.0467,0.0625,0.0623,0.100
48.596000,0.0884,0.0816,0.1711,0.209
48.623000,0.0944,0.1081,0.1343,0.197
48.633000,0.0157,0.0877,0.0955,0.131
48.642000,-0.0133,0.0678,0.0956,0.118
48.652000,-0.0326,0.0676,0.1054,0.129
48.662000,-0.0230,0.0856,0.0963,0.131
48.671000,-0.0037,0.0840,0.0970,0.128
48.680000,0.0252,0.0921,0.0193,0.097
48.694000,0.0642,0.0894,-0.0677,0.129
48.720000,0.0434,0.0747,-0.0851,0.121
48.728000,0.0232,0.0542,-0.0455,0.074
48.744000,-0.0164,0.0340,-0.0158,0.041
48.752000,-0.0454,0.0056,-0.0065,0.046
48.758000,-0.0742,-0.0107,0.1784,0.194
48.778000,-0.0351,0.0138,0.1371,0.142
48.790000,-0.0360,0.0559,0.1163,0.134
48.803000,-0.0070,0.0572,0.1256,0.138
48.822000,0.0095,0.0592,0.1349,0.148
48.830000,0.0352,0.0790,0.0959,0.129
48.850000,0.0411,0.0971,0.0969,0.143
48.858000,0.0272,0.1038,0.0104,0.108
48.867000,0.0258,0.1523,-0.0088,0.155
48.904000,0.0422,0.1433,0.0499,0.157
48.904000,0.0890,0.1440,0.0204,0.171
48.905000,0.0980,0.1349,0.0496,0.174
48.911000,0.0973,0.1268,0.0686,0.174
48.916000,0.0679,0.1280,0.0975,0.175
48.925000,0.0588,0.1197,0.1262,0.184
48.936000,0.0013,0.0528,0.1646,0.173
48.956000,-0.0069,0.0433,0.1643,0.170
48.971000,0.0232,0.0623,0.1645,0.177
48.983000,0.0748,0.0812,0.1351,0.174
48.987000,0.1054,0.1101,0.1353,0.204
49.004000,0.0791,0.1282,0.0473,0.158
49.016000,0.0061,0.0880,-0.0312,0.094
49.023000,-0.0405,0.0395,-0.0316,0.065
49.036000,-0.0372,0.0411,-0.0130,0.057
49.052000,-0.0203,0.0542,0.1026,0.118
49.072000,0.0057,0.0679,0.1003,0.121
49.080000,0.0387,0.0798,0.0893,0.126
49.091000,-0.0056,0.0919,0.0487,0.104
49.102000,-0.0387,0.0656,-0.0315,0.082
49.116000,-0.0542,0.0776,-0.0426,0.104
49.128000,-0.0391,0.0914,-0.0349,0.105
49.136000,0.0024,0.0843,-0.0558,0.101
49.142000,0.0340,0.0775,-0.0867,0.121
49.161000,0.0084,0.0925,-0.0794,0.122
49.170000,0.0136,0.0904,-0.0536,0.106
49.187000,0.0120,0.0730,-0.0201,0.077
49.198000,-0.0173,0.0680,0.0122,0.071
49.216000,-0.0455,0.0552,0.0241,0.075
49.224000,0.0075,0.0716,0.0897,0.115
49.238000,0.0655,0.0774,0.2298,0.251
49.250000,0.0660,0.0628,0.2524,0.268
49.261000,0.0391,0.0835,0.1980,0.218
49.274000,0.0318,0.0846,0.2025,0.222
49.292000,-0.0043,0.0666,0.1969,0.208
49.300000,-0.0237,0.0459,0.2319,0.238
49.321000,0.0038,0.0544,0.2965,0.301
49.328000,0.0396,0.0417,0.3522,0.357
49.340000,0.0642,0.0358,0.3699,0.377
49.356000,0.0163,0.0570,0.2802,0.286
49.366000,0.0028,0.0567,0.1622,0.172
49.378000,-0.0258,0.0559,0.1029,0.120
49.391000,-0.0793,0.0659,0.0240,0.106
49.402000,-0.1000,0.0512,-0.0968,0.148
49.418000,-0.0959,0.0567,-0.1882,0.219
49.428000,-0.1219,0.0768,-0.2225,0.265
49.437000,-0.1566,0.1049,-0.1085,0.217
49.446000,-0.2029,-0.0898,-0.0345,0.225
49.457000,-0.0049,0.0605,0.1563,0.168
49.481000,0.0507,0.1641,0.1107,0.204
49.487000,0.0744,0.1988,0.0371,0.215
49.504000,0.0476,0.1369,-0.0231,0.147
49.514000,0.0089,0.0830,-0.0629,0.105
49.520000,-0.0062,0.1126,0.0563,0.126
49.526000,-0.0186,0.0556,-0.0660,0.088
49.536000,-0.1516,0.0191,0.0034,0.153
49.570000,0.0033,0.2999,0.3912,0.493
49.576000,0.4425,0.4213,0.3300,0.694
49.606000,0.6399,0.4666,0.3498,0.866
49.606000,0.5667,0.4689,0.4590,0.867
49.615000,0.2102,0.2224,0.5035,0.589
49.637000,0.0733,0.1205,0.4255,0.448
49.654000,-0.0153,0.0727,0.4115,0.418
49.666000,-0.0114,0.1624,0.0677,0.176
49.674000,-0.0918,0.1517,-0.0920,0.200
49.682000,-0.1457,0.1941,-0.1095,0.266
49.692000,-0.1211,0.2139,-0.0478,0.250
49.708000,-0.1174,0.1781,0.1108,0.240
49.718000,-0.1425,0.1072,0.2585,0.314
49.753000,-0.1464,0.0391,0.3009,0.337
49.754000,-0.1539,0.0353,0.3252,0.362
49.754000,-0.1052,0.0659,0.4068,0.425
49.768000,-0.0406,0.0517,0.3505,0.357
49.780000,-0.0234,0.0749,0.2362,0.249
49.786000,-0.0526,0.1136,0.1223,0.175
49.802000,-0.0788,0.1221,-0.0036,0.145
49.812000,-0.1364,0.1400,-0.0190,0.196
49.823000,-0.1548,0.1092,0.0084,0.190
49.832000,-0.1354,0.1216,0.0835,0.200
49.849000,-0.1263,0.1268,0.1871,0.259
49.858000,-0.0979,0.1336,0.2840,0.329
49.873000,-0.0594,0.1288,0.2504,0.288
49.882000,-0.1085,0.1245,0.2265,0.280
49.900000,-0.1294,0.1092,0.2794,0.327
49.912000,-0.1238,0.0566,0.2376,0.274
49.922000,-0.0765,0.0809,0.1102,0.157
49.934000,-0.0684,0.1736,-0.0855,0.205
49.940000,-0.0891,0.1773,-0.0986,0.222
49.957000,-0.0552,0.1588,-0.1105,0.201
49.968000,-0.0417,0.1351,-0.1496,0.206
49.984000,-0.0061,0.1537,-0.1900,0.244
49.998000,0.0811,0.2050,-0.2065,0.302
50.002000,0.1390,0.2571,-0.1938,0.351
50.025000,0.1222,0.2443,-0.1338,0.304
50.026000,0.1106,0.2251,-0.1343,0.284
50.044000,0.1112,0.2166,-0.1646,0.294
50.059000,0.1284,0.2281,-0.1656,0.310
50.070000,0.1524,0.2099,-0.1075,0.281
50.090000,0.1183,0.1725,-0.0300,0.211
50.096000,0.0276,0.1649,-0.0508,0.175
50.107000,-0.0312,0.1573,0.0264,0.163
50.120000,-0.0475,0.1128,0.0143,0.123
50.144000,-0.0816,0.0875,-0.0564,0.132
50.205000,-0.1094,0.0905,-0.0384,0.147
50.207000,-0.0585,0.0948,0.1164,0.161
50.207000,0.0556,0.1067,0.2330,0.262
50.207000,-0.0053,0.0980,0.2814,0.298
50.208000,-0.0451,0.0780,0.2323,0.249
50.214000,-0.0621,0.0933,0.2534,0.277
50.234000,0.0018,0.1324,0.2866,0.316
50.251000,0.0183,0.1362,0.2046,0.246
50.265000,0.0315,0.1439,0.3074,0.341
50.282000,-0.0929,0.1718,0.1354,0.238
50.287000,-0.1746,0.0700,0.1410,0.235
50.296000,-0.1555,0.0845,0.0492,0.184
50.312000,-0.1137,0.1187,-0.1068,0.196
50.322000,-0.0033,0.1842,-0.1992,0.271
50.329000,0.1555,0.3133,-0.2446,0.427
50.348000,0.2321,0.3751,-0.4278,0.614
50.358000,0.2470,0.4013,-0.5044,0.690
50.378000,0.2083,0.3007,-0.3595,0.513
50.390000,0.1947,0.1710,-0.1071,0.280
50.401000,0.1397,0.1497,0.0568,0.212
50.406000,0.4241,0.2311,0.0951,0.492
50.420000,0.5248,0.3508,0.0419,0.633
50.432000,0.6220,0.4204,-0.0697,0.754
50.445000,0.5832,0.4313,-0.1324,0.737
50.455000,0.5567,0.4389,-0.2232,0.743
50.463000,0.5014,0.4653,-0.3136,0.752
50.474000,0.4246,0.4433,-0.2571,0.666
50.491000,0.4030,0.3946,-0.1329,0.579
50.500000,0.3265,0.3530,-0.0407,0.483
50.512000,0.1689,0.2824,0.0020,0.329
50.529000,0.0086,0.1221,0.0023,0.122
50.537000,-0.0487,0.0241,0.0968,0.111
50.560000,0.0266,0.0845,0.1807,0.201
50.577000,0.1814,0.2486,0.1229,0.331
50.587000,0.2551,0.3421,0.1479,0.452
50.606000,0.2703,0.2454,0.0837,0.375
50.620000,0.1539,0.2830,0.3720,0.492
50.634000,0.0454,0.1858,0.5837,0.614
50.649000,0.1522,0.1554,0.7247,0.757
50.657000,0.3243,0.2312,0.8779,0.964
50.667000,0.5224,0.2574,0.8370,1.020
50.673000,0.6600,0.2364,0.5967,0.921
50.688000,0.9647,0.4172,0.5437,1.183
50.705000,0.9568,0.2028,0.6237,1.160
50.717000,1.0219,0.1582,0.9048,1.374
50.721000,1.2124,0.2166,0.7616,1.448
50.729000,1.7868,0.6894,0.0387,1.916
50.739000,1.8469,0.7635,-0.0292,1.999
50.752000,1.9857,0.8691,0.0476,2.168
50.765000,2.3902,1.0263,-0.0355,2.601
50.778000,2.6991,1.1234,0.0686,2.924
50.790000,2.8881,1.2255,0.2862,3.150
50.800000,3.2671,1.3243,0.4463,3.553
50.810000,3.7999,1.5009,0.5064,4.117
50.828000,3.4664,1.2086,0.1425,3.674
50.845000,2.4943,0.8271,-0.0144,2.628
50.856000,1.8146,0.7509,0.1468,1.969
50.872000,1.9244,0.9206,-0.5535,2.204
50.888000,2.6824,1.2804,-0.4887,3.012
50.906000,3.5554,1.7535,-0.0615,3.965
50.912000,4.0454,2.1094,-1.0439,4.680
50.925000,3.5901,1.6570,-0.9833,4.074
50.936000,2.4627,0.5778,-0.3887,2.559
50.955000,1.2585,0.3237,0.2677,1.327
50.970000,0.3439,0.7169,-0.1293,0.806
50.986000,0.6543,1.6052,-0.3251,1.764
51.003000,1.6621,2.1896,-1.1322,2.973
51.010000,1.5530,1.4234,-2.4519,3.233
51.030000,-0.8885,0.8369,-3.1871,3.413
51.043000,-2.4480,-0.2253,-2.4339,3.459
51.058000,-3.3425,-1.5651,-1.1201,3.857
51.072000,-5.6583,-2.8418,1.4491,6.496
51.085000,-6.5151,-3.2484,3.2010,7.953
51.101000,-5.5698,-3.2126,2.9709,7.083
51.112000,-5.0133,-2.6304,2.3632,6.135
51.122000,-5.1659,-2.6128,2.6568,6.370
51.130000,-5.4242,-2.9599,2.9320,6.840
51.142000,-5.8207,-3.3866,2.9235,7.341
51.154000,-5.6885,-4.2362,2.0810,7.392
51.174000,-4.0594,-3.6812,1.2891,5.630
51.187000,-2.9251,-2.4435,1.3724,4.051
51.198000,-1.3187,-1.0593,-0.0248,1.692
51.213000,-1.0176,-0.7648,-1.0630,1.658
51.224000,-1.2944,-0.7685,-1.0533,1.837
51.242000,-1.6879,-0.9438,-0.5732,2.017
51.260000,-1.9987,-1.6013,0.1006,2.563
51.276000,-2.0600,-1.8843,1.0183,2.972
51.288000,-0.2463,-1.6185,1.6940,2.356
51.304000,1.9523,-0.9752,1.8690,2.873
51.318000,2.6993,-0.5597,2.9951,4.071
